Job_Title,Company_Name,Ratings,Location,Salary_Estimates,Company_Size,Founding_Year,Type,Industry,Sector,Revenue
"Analyst, Planning & Scheduling",Concentrix,3.9,Bengaluru,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,2004,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)
Data Governance & Management – Analytics Analyst,Deutsche Bank,3.9,Bengaluru,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1870,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
"Asset & Wealth Management, Client Solutions Group Data Steward, Analyst",Goldman Sachs,3.8,Bengaluru,₹2L - ₹4L (Glassdoor Est.),10000+ Employees,1869,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
Systems and Performance Insights Analyst - TSI,BP Energy,3.9,Pune,₹5L - ₹8L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Risk Assurance - Senior Analyst,Sanofi EU,4.0,Hyderābād,₹3L - ₹7L (Glassdoor Est.),10000+ Employees,1973,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)
Senior AR Analyst,BP Energy,3.9,Pune,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Benchmarking Analyst - TSI,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Senior Credit Risk Analyst,BP Energy,3.9,Pune,₹4L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A Business Performance Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Asset & Wealth Management Operations - Fraud Strategy - Analyst - Hyderabad,Goldman Sachs,3.8,Bengaluru,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1869,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
Associate Analyst,SG Analytics,3.2,Pune,₹5L - ₹8L (Glassdoor Est.),501 to 1000 Employees,2006,Company - Private,Business consulting,Management and consulting,$25 to $50 million (USD)
Associate Analyst,EY,3.7,Cochin,₹3L - ₹6L (Glassdoor Est.),10000+ Employees,1989,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
EDD Analyst II,Coinbase,3.8,Hyderābād,₹10L (Employer Est.),1001 to 5000 Employees,2012,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Technology & Transformation EAD Engg| Power BI| Consultant,Deloitte,4.0,Bengaluru,₹8L - ₹10L (Glassdoor Est.),10000+ Employees,1850,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable
Data Analyst Japanese Expert,S&P Global,4.1,Hyderābād,₹5L - ₹6L (Glassdoor Est.),10000+ Employees,1860,Company - Public,Research and development,Management and consulting,$10+ billion (USD)
Associate Research Analyst,IndustryARC,3.4,Hyderābād,₹2L - ₹3L (Employer Est.),51 to 200 Employees,2013,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable
"Business Systems Analyst - Macro, Excel, Analytical Trouble Shooting",Optum,3.5,Hyderābād,₹5L - ₹7L (Glassdoor Est.),10000+ Employees,--,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD)
Data Analyst,KC Overseas Education,4.1,Nāgpur,₹6L - ₹10L (Glassdoor Est.),501 to 1000 Employees,1998,Private Practice / Firm,Education Support & Training Services,Education,$100 to $500 million (USD)
Data Analyst (ETL Tools),Alpha Analytics Services,4.0,Pune,₹3L - ₹6L (Glassdoor Est.),51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Analyst | Data Scientist/ Process Optimisation | Bengaluru | Supply Chain & Network Operations,Deloitte,4.0,Bengaluru,₹6L - ₹9L (Glassdoor Est.),10000+ Employees,1850,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable
Business Analyst - L2,Wipro Limited,3.6,Hyderābād,₹4L - ₹8L (Glassdoor Est.),10000+ Employees,1945,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
Business Data Analyst 2,GP Strategies Corporation,3.5,Chennai,₹5L - ₹10L (Glassdoor Est.),1001 to 5000 Employees,1966,Company - Public,Business consulting,Management and consulting,$500 million to $1 billion (USD)
Power BI Analyst,NetConnect Private Limited,3.2,Bengaluru,₹5L - ₹8L (Employer Est.),1001 to 5000 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Supply Chain Transformation - Performance Analyst,BP Energy,3.9,Pune,₹5L - ₹12L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Sourcing Analyst,Solenis,3.7,Hyderābād,₹4L - ₹8L (Glassdoor Est.),5001 to 10000 Employees,2014,Company - Private,Chemical Manufacturing,Manufacturing,$2 to $5 billion (USD)
Data Operations Analyst,BP,3.9,Pune,₹5L - ₹8L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Data Analyst,Innovative Tech Hub,4.0,Pune,₹3L - ₹6L (Glassdoor Est.),1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Business Analyst,Solenis,3.7,Hyderābād,₹6L (Glassdoor Est.),5001 to 10000 Employees,2014,Company - Private,Chemical Manufacturing,Manufacturing,$2 to $5 billion (USD)
Technical business analyst Data,Virtusa,3.7,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1996,Company - Private,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)
Technology Consulting-DP Data Analyst Associate Consultant,KPMG,3.7,Pune,₹6L - ₹9L (Glassdoor Est.),10000+ Employees,1987,Company - Private,Business consulting,Management and consulting,$2 to $5 billion (USD)
Data Operations Financial Analyst,Alter Domus,3.4,Hyderābād,₹3L - ₹6L (Glassdoor Est.),5001 to 10000 Employees,2003,Company - Private,Accounting & Tax,Finance,Unknown / Non-Applicable
"Analyst I, Global Financial Data Operations",Kroll,3.5,Hyderābād,₹5L - ₹8L (Glassdoor Est.),5001 to 10000 Employees,1932,Company - Private,Financial Transaction Processing,Finance,$2 to $5 billion (USD)
Junior Quantitative Analyst (Equities),Millennium Management,3.6,Mumbai,₹5L - ₹6L (Glassdoor Est.),5001 to 10000 Employees,1989,Company - Private,Investment & Asset Management,Finance,Unknown / Non-Applicable
Data Analyst,AgilizTech Software Services,4.2,Bengaluru,₹3L - ₹7L (Glassdoor Est.),1 to 50 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
